business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style
Jerusalem Kitchen,Restaurant,10814,2025-09-14,19,Sunday,9,image,Community vibes in Hebron.,26,5,1,195,13,0.0,Mixed,False,True,8.0,True,True,False,False
Al-Amal Dental Clinic,Clinic,3179,2025-09-30,13,Tuesday,9,image,Fresh and ready today. | ahlan ya shabab | for Palestine #Clinic #SmallBusiness #Coffee #Palestine #Ramallah,108,5,0,111,8,0.0,Mixed,False,False,0.0,True,False,True,True
Nablus Linen Co,Clothing Store,2669,2026-01-24,13,Saturday,1,image,Community vibes in Bethlehem. DM us | ahlan ya shabab,53,7,2,95,13,0.0,Mixed,True,False,0.0,False,False,False,True
Nablus Iron Club,Gym,2735,2025-07-19,4,Saturday,7,image,Limited offer for this week. #Palestine #Hebron #Gaza #Beauty,61,4,3,74,7,0.0,Arabic,False,False,0.0,True,False,False,False
Al-Amal Dental Clinic,Clinic,3179,2025-07-18,14,Friday,7,image,Limited offer for this week. | ahlan ya shabab ???,50,5,2,88,6,0.0,Mixed,False,False,0.0,False,False,False,True
Gaza Sea Breeze Cafe,Cafe,14649,2025-07-15,13,Tuesday,7,image,Community vibes in Bethlehem. | ahlan ya shabab ??????,54,4,2,601,34,0.0,Arabic,False,False,0.0,False,False,True,True
Gaza Power House,Gym,1688,2025-06-16,15,Monday,6,reel,New arrivals just landed.,25,5,0,22,0,338.0,English,False,False,0.0,True,False,False,False
Nablus Skin Center,Clinic,11174,2025-09-30,20,Tuesday,9,reel,Limited offer for this week. #Coffee #Food #Jerusalem #SupportLocal #Clinic,75,5,2,445,17,14842.0,Arabic,False,False,0.0,True,False,False,False
Laila Hair & Nails,Beauty Salon,2528,2025-09-12,10,Friday,9,image,Community vibes in Ramallah. #Bookstore #Palestine #Jerusalem #SupportLocal #Nablus,83,5,2,51,4,0.0,Mixed,False,True,13.0,True,False,False,True
Nablus Stationery & Books,Bookstore,753,2025-11-10,10,Monday,11,reel,Behind the scenes from our team. ??? #Bookstore #Coffee #Jerusalem #SupportLocal #Hebron,88,5,2,18,3,151.0,Mixed,False,False,0.0,False,False,False,False
Nablus Coffee Corner,Cafe,2909,2025-09-02,20,Tuesday,9,carousel,Community vibes in Ramallah. | ahlan ya shabab | for Palestine #Ramallah #Coffee #Nablus #Hebron #Beauty #Food #Fitness #SupportLocal,133,8,3,93,3,,Arabic,False,True,12.0,False,False,True,True
Kanafeh & Kunafa House,Bakery,13490,2026-01-11,22,Sunday,1,image,Customer favorite is back. | ahlan ya shabab #Hebron #SupportLocal #Fitness #Nablus #Palestine #Jerusalem #Beauty #Food,119,8,4,376,33,,Arabic,False,False,0.0,True,False,False,True
Ramallah Family Clinic,Clinic,2924,2025-07-09,19,Wednesday,7,video,Behind the scenes from our team. ????????,41,7,4,93,10,734.0,Arabic,False,False,0.0,False,False,False,False
Canaan Threads,Clothing Store,8964,2025-10-23,1,Thursday,10,image,Fresh and ready today. DM us | baraka #Ramallah #Jerusalem #Nablus #SupportLocal #Clinic #Hebron,96,6,3,373,33,0.0,Arabic,True,True,33.0,True,True,False,False
Falafel Al-Balad,Restaurant,11524,2026-03-06,12,Friday,3,image,Fresh and ready today. Book now #Bookstore #Ramallah #Palestine #Gaza #Fitness #Food #SmallBusiness,99,7,4,272,32,0.0,Arabic,True,False,0.0,True,False,True,False
Ramallah Delivery Service,Local Services,3962,2026-01-01,19,Thursday,1,video,Behind the scenes from our team. Share this | ahlan ya shabab #Coffee #SupportLocal #Ramallah #Hebron #Palestine #Jerusalem #SmallBusiness #Fitness,147,8,7,211,15,7443.0,Arabic,True,False,0.0,True,False,True,True
Jerusalem Saj Bakery,Bakery,5611,2025-09-12,19,Friday,9,image,Ramadan-style menu ideas. | ahlan ya shabab ???? #SmallBusiness #Palestine #SupportLocal #Fitness #Gaza #Clinic,111,6,3,202,12,0.0,Mixed,False,True,1.0,True,False,False,True
Jerusalem Kitchen,Restaurant,10814,2025-10-25,19,Saturday,10,carousel,Ramadan-style menu ideas. #Food #Fitness #Ramallah #Gaza #Coffee #Nablus #Hebron #SmallBusiness,95,9,4,273,19,0.0,Arabic,False,False,0.0,False,False,False,False
Laila Hair & Nails,Beauty Salon,2528,2025-11-03,13,Monday,11,reel,Ramadan-style menu ideas. Tag a friend #Ramallah #Fitness #Coffee #Gaza #Nablus #Jerusalem,90,6,2,75,9,4076.0,English,True,False,0.0,True,False,False,False
Ramallah Lash Bar,Beauty Salon,6223,2025-06-29,19,Sunday,6,image,New arrivals just landed. Share this #Nablus #Clinic #Gaza #Coffee,66,4,3,233,28,0.0,English,True,False,0.0,False,False,False,False
Ramallah Readers,Bookstore,5527,2026-02-14,17,Saturday,2,image,Limited offer for this week. Share this ??,42,4,1,162,15,0.0,Arabic,True,False,0.0,True,False,False,True
Gaza Power House,Gym,1688,2025-09-14,13,Sunday,9,reel,Limited offer for this week.,28,6,0,32,2,1449.0,Mixed,False,False,0.0,False,False,False,False
Ramallah Readers,Bookstore,5527,2025-10-08,12,Wednesday,10,reel,Limited offer for this week. Call for appointment | ahlan ya shabab,67,6,2,239,28,8439.0,Mixed,True,True,15.0,False,False,False,True
Strong Roots Gym,Gym,8112,2025-08-16,19,Saturday,8,carousel,Limited offer for this week. ? #Bookstore #SmallBusiness #Food #Hebron #Nablus #Palestine #Coffee,97,7,1,225,19,0.0,Mixed,False,False,0.0,False,False,False,False
Nablus Printing Studio,Local Services,3287,2026-01-30,21,Friday,1,image,Behind the scenes from our team. ?????????,42,2,6,74,5,0.0,Arabic,False,False,0.0,True,False,False,False
Hebron Fresh Bakery,Bakery,8873,2025-11-17,15,Monday,11,image,Fresh and ready today. #Food #Hebron #Fitness #SupportLocal,59,4,3,409,22,0.0,Mixed,False,False,0.0,False,False,True,False
Ramallah Readers,Bookstore,5527,2025-08-13,15,Wednesday,8,image,Behind the scenes from our team. Call for appointment | ahlan ya shabab ??????????,82,6,4,221,24,0.0,Arabic,True,False,0.0,True,True,False,True
Cafe Al-Quds,Cafe,12976,2025-06-20,11,Friday,6,video,Limited offer for this week. | ahlan ya shabab | baraka,55,4,2,502,29,13926.0,Mixed,False,False,0.0,True,True,False,True
Ramallah Delivery Service,Local Services,3962,2025-11-20,17,Thursday,11,video,Customer favorite is back. #Bookstore #Coffee #Hebron #Palestine #Nablus #Clinic #Ramallah,90,7,4,113,4,5438.0,Arabic,False,False,0.0,True,False,False,True
Kanafeh & Kunafa House,Bakery,13490,2025-10-09,19,Thursday,10,reel,Behind the scenes from our team. Visit us today | ahlan ya shabab ???? #SupportLocal #Beauty #Ramallah #Nablus #Coffee,118,5,2,414,43,23662.0,Arabic,True,False,0.0,True,False,False,True
Al-Amal Dental Clinic,Clinic,3179,2026-01-01,9,Thursday,1,reel,Ramadan-style menu ideas.,25,5,2,76,5,3214.0,Arabic,False,False,0.0,False,False,False,False
Cafe Al-Quds,Cafe,12976,2025-06-07,3,Saturday,6,carousel,"Support local, shop Palestinian. Order on WhatsApp | for Palestine",66,11,4,201,23,0.0,English,True,True,24.0,False,False,True,False
Jerusalem Saj Bakery,Bakery,5611,2025-07-30,9,Wednesday,7,carousel,Community vibes in Bethlehem. Book now ?????????? #Coffee #Clinic #Jerusalem #Fitness #Beauty #Hebron,101,6,4,222,21,0.0,Arabic,True,False,0.0,True,False,False,True
Ramallah Family Clinic,Clinic,2924,2025-07-28,10,Monday,7,image,Community vibes in Hebron. Share this ??????,44,5,4,59,8,0.0,Mixed,True,False,0.0,False,False,False,True
Nablus Grill House,Restaurant,8072,2025-12-28,8,Sunday,12,reel,Fresh and ready today.,22,2,4,148,13,9017.0,Arabic,False,False,0.0,False,False,False,False
Gaza Sea Breeze Cafe,Cafe,14649,2025-06-06,21,Friday,6,reel,Customer favorite is back. Visit us today | ahlan ya shabab ?? #Fitness #Jerusalem #Clinic #Gaza #SmallBusiness,111,5,1,520,39,14501.0,Arabic,True,True,4.0,False,False,False,True
Jerusalem Kitchen,Restaurant,10814,2025-12-24,17,Wednesday,12,image,Community vibes in Gaza. ???????,32,5,5,180,16,0.0,Arabic,False,False,0.0,True,False,False,False
Gaza Book Nook,Bookstore,2978,2025-12-04,22,Thursday,12,image,Behind the scenes from our team. Book now | ahlan ya shabab #Beauty #Nablus #Fitness #Palestine #Food #SmallBusiness,116,6,0,85,8,,Arabic,True,False,0.0,False,False,False,True
Ramallah Fit Hub,Gym,1720,2026-01-21,12,Wednesday,1,image,Behind the scenes from our team. #Palestine #Fitness #Nablus #SupportLocal #Coffee #SmallBusiness,97,6,2,47,6,0.0,Arabic,False,False,0.0,False,False,False,False
Gaza Book Nook,Bookstore,2978,2026-02-16,10,Monday,2,image,Customer favorite is back. Tag a friend | ahlan ya shabab,57,10,1,90,10,0.0,Mixed,True,False,0.0,False,False,False,True
Nablus Linen Co,Clothing Store,2669,2026-03-08,15,Sunday,3,video,Community vibes in Bethlehem. DM us ?? #Clinic #Fitness #Bookstore #Ramallah #Coffee,84,5,1,52,6,534.0,Arabic,True,False,0.0,True,False,False,False
Nablus Printing Studio,Local Services,3287,2025-10-25,17,Saturday,10,reel,New arrivals just landed. DM us #Bookstore #Fitness #SmallBusiness,66,3,1,163,14,5678.0,Arabic,True,False,0.0,True,False,False,True
Gaza Power House,Gym,1688,2026-03-15,22,Sunday,3,image,Limited offer for this week. ????????,37,4,3,67,6,0.0,English,False,False,0.0,False,False,False,False
Nablus Printing Studio,Local Services,3287,2025-09-09,22,Tuesday,9,image,Limited offer for this week. | ahlan ya shabab #Bookstore #SupportLocal #Food #Jerusalem #Clinic,96,5,0,106,3,0.0,Arabic,False,True,19.0,True,False,False,True
Nablus Linen Co,Clothing Store,2669,2026-02-07,20,Saturday,2,image,Fresh and ready today. #Clinic #Bookstore #Beauty,49,3,5,68,6,0.0,English,False,False,0.0,False,False,False,False
Gaza Book Nook,Bookstore,2978,2026-03-15,21,Sunday,3,image,Ramadan-style menu ideas. | ahlan ya shabab ???????,51,3,4,99,9,0.0,Arabic,False,False,0.0,True,True,False,True
Nablus Stationery & Books,Bookstore,753,2025-06-23,13,Monday,6,image,Ramadan-style menu ideas. | for Palestine ??????? #Jerusalem #Gaza,66,2,4,11,0,0.0,Arabic,False,True,15.0,False,False,True,True
Shifa Physiotherapy,Clinic,10435,2025-06-13,18,Friday,6,image,Ramadan-style menu ideas. Tag a friend | ahlan ya shabab #Gaza #Beauty #Palestine #Hebron #Jerusalem #Bookstore #Ramallah #SupportLocal,135,8,2,220,21,0.0,Arabic,True,False,0.0,True,False,False,True
Taste of Hebron,Restaurant,12512,2025-12-01,21,Monday,12,image,Ramadan-style menu ideas.,25,4,4,318,22,0.0,Arabic,False,False,0.0,True,False,False,True
Cafe Al-Quds,Cafe,12976,2026-03-11,1,Wednesday,3,image,Behind the scenes from our team. | ahlan ya shabab ???????? #Beauty #Gaza #Clinic #SmallBusiness #Jerusalem #Palestine,118,6,6,414,34,0.0,Arabic,False,False,0.0,True,False,False,True
Ramallah Readers,Bookstore,5527,2026-03-09,9,Monday,3,image,Fresh and ready today. ? #Beauty #Bookstore #Food #Gaza #Palestine #Fitness,75,6,1,211,13,0.0,Arabic,False,False,0.0,True,False,False,True
Ramallah Lash Bar,Beauty Salon,6223,2025-11-09,10,Sunday,11,image,"Support local, shop Palestinian. ????????",41,4,4,152,9,0.0,Arabic,False,False,0.0,False,False,False,False
Nablus Printing Studio,Local Services,3287,2025-09-09,13,Tuesday,9,reel,New arrivals just landed.,25,5,0,85,8,657.0,English,False,False,0.0,False,False,False,False
Gaza Power House,Gym,1688,2025-10-27,10,Monday,10,reel,Behind the scenes from our team. | ahlan ya shabab #Hebron #Food #Coffee #SmallBusiness #Nablus #Beauty,103,6,4,83,6,4590.0,Arabic,False,False,0.0,False,False,False,True
Nablus Coffee Corner,Cafe,2909,2025-09-21,8,Sunday,9,image,Fresh and ready today. Order on WhatsApp #Beauty #Food #Fitness #Bookstore,74,4,0,88,12,0.0,Arabic,True,False,0.0,True,False,False,True
Nablus Skin Center,Clinic,11174,2025-12-10,21,Wednesday,12,reel,"Support local, shop Palestinian. Visit us today",47,5,2,446,38,5488.0,Mixed,True,False,0.0,False,False,False,False
Ramallah Fit Hub,Gym,1720,2025-08-16,19,Saturday,8,reel,Ramadan-style menu ideas. Tag a friend | ahlan ya shabab #Food #Nablus #Beauty #Ramallah #Clinic #Hebron #Gaza #Coffee,118,8,3,72,4,4191.0,Arabic,True,False,0.0,False,False,False,True
Gaza Sea Breeze Cafe,Cafe,14649,2025-08-25,13,Monday,8,reel,"Support local, shop Palestinian. ??????",39,3,2,357,24,15478.0,Arabic,False,False,0.0,False,False,False,False
Nablus Skin Center,Clinic,11174,2026-02-17,21,Tuesday,2,image,Ramadan-style menu ideas. #Bookstore #Fitness #Palestine #Clinic #Coffee #Hebron,80,6,0,389,29,0.0,Arabic,False,False,0.0,True,False,False,False
Nablus Grill House,Restaurant,8072,2025-07-18,18,Friday,7,carousel,Ramadan-style menu ideas. Call for appointment,46,9,3,347,41,0.0,Arabic,True,False,0.0,False,False,False,False
Jerusalem Kitchen,Restaurant,10814,2026-01-04,10,Sunday,1,carousel,Fresh and ready today. Call for appointment,43,4,4,396,32,0.0,Mixed,True,False,0.0,False,False,True,False
Canaan Threads,Clothing Store,8964,2026-03-02,17,Monday,3,reel,Limited offer for this week. Order on WhatsApp #SupportLocal #Fitness #Clinic #Beauty #Palestine,96,5,0,391,33,23900.0,Mixed,True,True,13.0,False,False,False,True
Ramallah Family Clinic,Clinic,2924,2025-07-22,12,Tuesday,7,carousel,"Support local, shop Palestinian. ??",35,7,1,101,6,,Mixed,False,False,0.0,True,False,False,False
Ramallah Delivery Service,Local Services,3962,2025-10-25,22,Saturday,10,image,Customer favorite is back. Book now #Bookstore #SupportLocal #Hebron #Ramallah #Coffee #SmallBusiness,101,6,0,88,6,0.0,English,True,False,0.0,True,False,False,False
Al-Karmel Boutique,Clothing Store,9423,2025-12-22,15,Monday,12,image,Community vibes in Jerusalem. Order on WhatsApp #Coffee #Clinic #Palestine #Gaza #Beauty,88,5,4,365,39,0.0,Arabic,True,False,0.0,False,False,False,True
Jerusalem Kitchen,Restaurant,10814,2026-03-14,9,Saturday,3,image,"Support local, shop Palestinian. Call for appointment ????? #SupportLocal #Coffee #SmallBusiness #Jerusalem #Palestine #Bookstore #Gaza #Nablus",143,9,3,129,10,0.0,Arabic,True,False,0.0,False,False,False,True
Gaza Book Nook,Bookstore,2978,2025-07-30,20,Wednesday,7,carousel,Customer favorite is back. ????????? #Food #Clinic #Palestine #Gaza #SupportLocal,81,5,4,82,6,,Arabic,False,False,0.0,False,False,False,False
Ramallah Fit Hub,Gym,1720,2025-10-16,10,Thursday,10,reel,Community vibes in Nablus. | ahlan ya shabab,44,9,5,47,5,1165.0,Mixed,False,True,9.0,False,False,False,True
Nablus Coffee Corner,Cafe,2909,2026-02-02,15,Monday,2,reel,Behind the scenes from our team. | ahlan ya shabab ?,52,6,1,72,3,4045.0,Mixed,False,False,0.0,False,False,False,True
Ramallah Readers,Bookstore,5527,2025-08-01,22,Friday,8,image,Customer favorite is back. | ahlan ya shabab #Jerusalem #Hebron #Ramallah #Fitness #Beauty #Palestine #SmallBusiness,116,7,2,186,12,0.0,Arabic,False,False,0.0,True,False,False,True
Al-Karmel Boutique,Clothing Store,9423,2026-01-17,10,Saturday,1,video,Behind the scenes from our team. #Palestine #Food #Fitness #Jerusalem #Hebron #Gaza #Ramallah,93,7,2,284,19,18685.0,English,False,False,0.0,False,False,False,False
Nablus Printing Studio,Local Services,3287,2025-11-09,18,Sunday,11,reel,Community vibes in Hebron. Tag a friend ???? #Jerusalem #Palestine #Bookstore #Coffee #Gaza #Ramallah #SmallBusiness #SupportLocal,130,8,2,128,11,4065.0,Arabic,True,False,0.0,True,False,False,False
Gaza Glow Salon,Beauty Salon,6765,2025-09-10,20,Wednesday,9,reel,Limited offer for this week. #SmallBusiness #Food #Ramallah,59,3,0,225,20,1353.0,Arabic,False,False,0.0,False,False,False,False
Nablus Sweet Oven,Bakery,10928,2025-07-07,7,Monday,7,image,"Support local, shop Palestinian. #Palestine",43,1,1,342,15,0.0,Arabic,False,False,0.0,True,False,False,False
Falafel Al-Balad,Restaurant,11524,2025-09-16,10,Tuesday,9,image,Customer favorite is back. Order on WhatsApp | ahlan ya shabab ??????,69,4,2,485,38,0.0,Mixed,True,True,16.0,False,False,False,True
Gaza Glow Salon,Beauty Salon,6765,2025-11-14,18,Friday,11,carousel,Limited offer for this week. #Bookstore,39,1,2,205,9,0.0,Mixed,False,True,24.0,False,False,False,True
Shifa Physiotherapy,Clinic,10435,2025-11-03,4,Monday,11,image,Customer favorite is back. Call for appointment,47,7,5,296,33,0.0,Arabic,True,False,0.0,False,False,True,True
Gaza Power House,Gym,1688,2025-10-13,9,Monday,10,image,Customer favorite is back.,26,6,3,43,3,0.0,English,False,False,0.0,False,False,False,False
Al-Karmel Boutique,Clothing Store,9423,2026-02-07,12,Saturday,2,image,New arrivals just landed. DM us | ahlan ya shabab ????? #Clinic #SmallBusiness #Palestine #Hebron,97,4,3,403,37,0.0,Mixed,True,False,0.0,True,False,False,True
Shifa Physiotherapy,Clinic,10435,2025-06-29,13,Sunday,6,image,"Support local, shop Palestinian. Visit us today | for Palestine ??????",70,0,3,329,35,,Arabic,True,False,0.0,False,False,True,False
Gaza Book Nook,Bookstore,2978,2025-12-17,21,Wednesday,12,video,New arrivals just landed. ????????,34,5,3,81,6,3396.0,Arabic,False,False,0.0,False,False,False,True
Nablus Grill House,Restaurant,8072,2025-12-20,1,Saturday,12,reel,New arrivals just landed. #Ramallah #Fitness #Palestine #Coffee #Beauty #Hebron #SupportLocal #Gaza,99,9,5,245,18,8827.0,English,False,True,3.0,False,False,False,False
Gaza Home Cleaning,Local Services,2776,2025-11-25,18,Tuesday,11,image,Customer favorite is back. #Clinic #SupportLocal #Gaza #Food,60,4,0,81,7,0.0,Arabic,False,False,0.0,True,False,False,True
Ramallah Family Clinic,Clinic,2924,2025-07-06,9,Sunday,7,carousel,Customer favorite is back.,26,5,3,124,8,0.0,Arabic,False,False,0.0,False,False,False,False
Shifa Physiotherapy,Clinic,10435,2025-10-23,15,Thursday,10,image,Fresh and ready today. | ahlan ya shabab ????????,49,3,3,242,9,0.0,Arabic,False,True,15.0,False,False,True,True
Cafe Al-Quds,Cafe,12976,2025-09-15,21,Monday,9,carousel,New arrivals just landed. #SmallBusiness #Clinic #SupportLocal #Food #Fitness,77,5,4,422,34,0.0,Arabic,False,True,8.0,False,False,False,True
Gaza Power House,Gym,1688,2026-02-28,16,Saturday,2,reel,"Support local, shop Palestinian. ?? #Fitness #Bookstore #Palestine #SmallBusiness #Coffee #Jerusalem",100,6,1,58,3,1369.0,Arabic,False,False,0.0,False,False,False,True
Nablus Printing Studio,Local Services,3287,2026-01-13,15,Tuesday,1,reel,Customer favorite is back. | ahlan ya shabab,44,4,0,93,3,657.0,Mixed,False,False,0.0,False,False,False,True
Ramallah Streetwear,Clothing Store,18359,2025-06-09,9,Monday,6,image,Behind the scenes from our team. Call for appointment #Palestine #Food #Beauty #Ramallah #Clinic #Gaza #Nablus,110,7,3,574,68,0.0,Mixed,True,True,33.0,False,False,False,False
Falafel Al-Balad,Restaurant,11524,2025-12-22,20,Monday,12,reel,Limited offer for this week. ???????,36,9,4,209,17,21035.0,English,False,True,27.0,False,False,False,False
Jerusalem Saj Bakery,Bakery,5611,2025-12-31,9,Wednesday,12,image,Customer favorite is back. | ahlan ya shabab #SupportLocal #SmallBusiness #Beauty #Food #Clinic,95,5,0,37,5,0.0,Arabic,False,True,18.0,False,False,False,True
Falafel Al-Balad,Restaurant,11524,2025-09-22,17,Monday,9,image,Behind the scenes from our team. DM us | ahlan ya shabab | for Palestine #Nablus #Clinic #Palestine,99,3,4,82,9,0.0,Arabic,True,False,0.0,True,False,True,True
Sama Beauty Studio,Beauty Salon,5497,2025-07-16,9,Wednesday,7,reel,Behind the scenes from our team. Call for appointment #Hebron #Food,67,2,0,214,16,4612.0,Arabic,True,False,0.0,True,False,False,False
Nablus Grill House,Restaurant,8072,2025-06-28,12,Saturday,6,carousel,Customer favorite is back. | ahlan ya shabab #Fitness #Clinic #Jerusalem,72,3,3,140,8,0.0,Mixed,False,True,13.0,False,False,False,True
Ramallah Delivery Service,Local Services,3962,2025-06-23,9,Monday,6,image,Fresh and ready today. Order on WhatsApp | baraka #Coffee #Clinic #Nablus #Beauty #SmallBusiness,96,5,4,95,6,0.0,English,True,False,0.0,False,True,False,False
Sama Beauty Studio,Beauty Salon,5497,2026-02-04,20,Wednesday,2,image,Behind the scenes from our team. Tag a friend | ahlan ya shabab #Jerusalem #Hebron #Bookstore #Palestine,104,4,1,124,16,0.0,Arabic,True,False,0.0,True,False,False,True
Kanafeh & Kunafa House,Bakery,13490,2025-06-16,19,Monday,6,image,Ramadan-style menu ideas. DM us #Fitness #Bookstore #Nablus #Palestine #Gaza,76,5,3,576,51,0.0,Arabic,True,True,62.0,False,False,False,False
Nablus Printing Studio,Local Services,3287,2025-09-12,10,Friday,9,reel,Fresh and ready today. Book now ???? #Bookstore #Coffee #Palestine #SupportLocal,80,4,3,152,13,5268.0,Arabic,True,False,0.0,False,False,False,False
Nablus Linen Co,Clothing Store,2669,2026-01-13,22,Tuesday,1,carousel,Customer favorite is back. Call for appointment ?? #Gaza #Fitness #Bookstore #Ramallah #Jerusalem,97,5,1,79,7,,Mixed,True,False,0.0,True,False,False,False
Al-Amal Dental Clinic,Clinic,3179,2026-02-13,20,Friday,2,reel,Customer favorite is back. Visit us today #SmallBusiness #Beauty #Clinic #Bookstore #Food,89,5,0,99,14,2357.0,Arabic,True,False,0.0,True,False,False,False
Nablus Stationery & Books,Bookstore,753,2025-11-14,18,Friday,11,reel,New arrivals just landed. ??????,32,3,2,17,3,616.0,English,False,False,0.0,False,False,False,False
Nablus Sweet Oven,Bakery,10928,2025-06-21,19,Saturday,6,carousel,New arrivals just landed. Call for appointment ??,49,7,1,345,36,,Mixed,True,False,0.0,False,False,False,True
Al-Amal Dental Clinic,Clinic,3179,2025-12-19,17,Friday,12,image,Behind the scenes from our team. ??????,39,4,3,104,7,0.0,Arabic,False,False,0.0,False,True,False,False
Al-Quds Phone Repair,Local Services,1807,2025-08-21,17,Thursday,8,image,Limited offer for this week. Visit us today ???????? #Hebron #SupportLocal #Jerusalem #Nablus,93,4,5,35,1,,Arabic,True,False,0.0,False,False,False,False
Canaan Threads,Clothing Store,8964,2025-06-07,18,Saturday,6,reel,New arrivals just landed. | ahlan ya shabab #Clinic #Palestine #SmallBusiness #Gaza #Bookstore #Fitness,103,6,0,265,16,15247.0,Mixed,False,False,0.0,True,False,False,True
Gaza Glow Salon,Beauty Salon,6765,2025-06-19,10,Thursday,6,reel,Behind the scenes from our team. Tag a friend ??????????,56,4,6,202,19,14661.0,Mixed,True,False,0.0,True,False,False,False
Kanafeh & Kunafa House,Bakery,13490,2025-07-05,17,Saturday,7,image,Fresh and ready today. Book now | ahlan ya shabab #Gaza #Bookstore #SmallBusiness #Jerusalem #SupportLocal #Clinic,114,6,0,198,24,0.0,Arabic,True,False,0.0,True,False,False,True
Canaan Threads,Clothing Store,8964,2026-02-25,20,Wednesday,2,image,Limited offer for this week. #Bookstore #Palestine #Jerusalem #Clinic #Ramallah,79,5,2,349,18,0.0,Arabic,False,False,0.0,False,False,False,False
Hebron Fresh Bakery,Bakery,8873,2025-12-29,8,Monday,12,reel,New arrivals just landed. Share this | ahlan ya shabab ???????? #Coffee #Ramallah #Nablus #Hebron,97,4,4,115,13,7581.0,Arabic,True,True,27.0,True,False,False,True
Laila Hair & Nails,Beauty Salon,2528,2026-02-01,18,Sunday,2,reel,New arrivals just landed. ???????? #Fitness #Food #Jerusalem #Palestine,71,4,6,73,4,6054.0,Arabic,False,False,0.0,False,False,False,True
Gaza Glow Salon,Beauty Salon,6765,2025-07-04,10,Friday,7,image,Community vibes in Gaza.,24,5,2,285,16,0.0,Mixed,False,False,0.0,False,False,False,False
Ramallah Delivery Service,Local Services,3962,2025-11-02,1,Sunday,11,carousel,Limited offer for this week. ? #Hebron #Nablus #Gaza #Bookstore #Clinic,71,5,1,136,11,0.0,Mixed,False,True,37.0,False,False,False,False
Nablus Coffee Corner,Cafe,2909,2026-01-22,17,Thursday,1,reel,Limited offer for this week. | ahlan ya shabab #Coffee #Gaza,60,2,2,89,5,4083.0,Arabic,False,False,0.0,False,True,False,True
Nablus Grill House,Restaurant,8072,2025-10-18,3,Saturday,10,image,Customer favorite is back. Call for appointment #Palestine #Nablus #Hebron #Ramallah #Bookstore #Clinic,103,6,4,285,20,,Arabic,True,True,34.0,True,False,False,False
Jerusalem Kitchen,Restaurant,10814,2025-12-14,12,Sunday,12,image,Fresh and ready today. #Clinic #Ramallah #Jerusalem,51,3,6,287,19,,Arabic,False,False,0.0,False,False,False,False
Jerusalem Kitchen,Restaurant,10814,2026-01-20,13,Tuesday,1,reel,Community vibes in Bethlehem. Tag a friend ???,46,7,2,474,43,18927.0,Arabic,True,False,0.0,False,False,False,True
Ramallah Streetwear,Clothing Store,18359,2025-11-26,20,Wednesday,11,reel,Behind the scenes from our team. | baraka #Gaza #Jerusalem #Clinic #Fitness,75,4,0,786,53,32314.0,Arabic,False,True,17.0,False,True,False,True
Nablus Printing Studio,Local Services,3287,2025-09-29,10,Monday,9,image,Limited offer for this week. ????? #Coffee #Clinic #Food,56,3,3,99,5,0.0,Mixed,False,False,0.0,False,False,False,False
Sama Beauty Studio,Beauty Salon,5497,2026-02-09,21,Monday,2,image,Limited offer for this week. | ahlan ya shabab,46,6,6,156,13,0.0,Mixed,False,False,0.0,False,True,False,True
Falafel Al-Balad,Restaurant,11524,2025-06-05,20,Thursday,6,image,Limited offer for this week. Book now ?????,43,7,3,506,49,0.0,Arabic,True,False,0.0,False,True,False,False
Kanafeh & Kunafa House,Bakery,13490,2026-01-09,5,Friday,1,reel,Fresh and ready today. Book now ???? #Nablus #Bookstore #Gaza #Beauty,69,4,1,529,63,4336.0,Arabic,True,False,0.0,False,False,False,False
Al-Amal Dental Clinic,Clinic,3179,2025-12-30,18,Tuesday,12,reel,New arrivals just landed. #Beauty #Jerusalem #Clinic #Food #SupportLocal #Gaza,78,6,1,78,3,5062.0,Mixed,False,False,0.0,False,False,False,True
Nablus Coffee Corner,Cafe,2909,2026-02-03,22,Tuesday,2,reel,Fresh and ready today. Book now | ahlan ya shabab,49,3,1,85,8,1958.0,Mixed,True,False,0.0,False,False,False,True
Gaza Sea Breeze Cafe,Cafe,14649,2025-11-23,19,Sunday,11,reel,Limited offer for this week. Tag a friend,41,4,3,431,36,24486.0,Arabic,True,False,0.0,False,False,False,True
Ramallah Roastery,Cafe,4324,2025-10-25,16,Saturday,10,image,Behind the scenes from our team. Tag a friend,45,4,2,158,12,0.0,English,True,False,0.0,True,False,False,False
Laila Hair & Nails,Beauty Salon,2528,2025-07-14,10,Monday,7,carousel,Community vibes in Jerusalem. | ahlan ya shabab,47,8,3,119,5,0.0,Mixed,False,False,0.0,True,False,False,True
Gaza Book Nook,Bookstore,2978,2026-02-28,12,Saturday,2,reel,New arrivals just landed. Tag a friend ?????? #Nablus #Jerusalem #Gaza #Palestine #Hebron #Bookstore #SmallBusiness,115,7,3,68,7,6172.0,Arabic,True,False,0.0,True,False,False,False
