business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style
Nablus Coding Kids,education_center,944,2025-03-27,13,Thursday,3,carousel,استنونا بدورة جديدة سوايب وشوفوا التفاصيل. زورونا بفرعنا في Jenin #Palestine #SupportLocal,90,2,0,73,5,666,Arabic,True,False,0.0,True,False,False,False
TechSouq Ramallah,electronics_store,53462,2025-07-30,18,Wednesday,7,image,وصلت أجهزة جديدة صورة جديدة. احنا جاهزين Order now وخلينا نجهزلك طلبك. ✅,72,0,1,1173,35,35346,Mixed,True,False,0.0,False,False,False,True
Ramallah Roastery,cafe,6677,2025-05-02,7,Friday,5,carousel,أجواء ولا أروع Swipe وشوفوا الباقي. أهلا بالناس الحلوة موجودين في Tulkarm today. Order now وخلينا نجهزلك طلبك.,110,0,0,394,29,4909,Mixed,True,False,0.0,True,False,False,True
Jericho Date Bakery,bakery,2829,2025-05-08,9,Thursday,5,carousel,طازة من الفرن Swipe وشوفوا الباقي. يا جماعة خصم special 40% off اليوم! موجودين في Jericho today. منتج فلسطيني DM us وخلينا نجهزلك طلبك. #عروض,141,1,0,316,26,2527,Mixed,True,True,40.0,True,False,True,True
Tulkarm Streetwear,store,33071,2025-07-13,12,Sunday,7,image,وصلت تشكيلة جديدة صورة جديدة. 🍕 📍 🩺 🛍️ #مخبز #مطاعم #الكترونيات,63,3,4,221,17,6100,Arabic,False,False,0.0,False,False,False,True
Ramallah Care Pharmacy,pharmacy,13353,2025-09-09,23,Tuesday,9,reel,صحتك بتهمنا شوفوا الريل. يا جماعة #Palestine #تسوق #جيم,55,3,0,2922,65,33245,Arabic,False,False,0.0,False,False,False,True
Ramallah English Corner,education_center,2548,2025-11-20,19,Thursday,11,carousel,استنونا بدورة جديدة سوايب وشوفوا التفاصيل. شو رأيكم؟ اتصل فينا وخليها علينا 🍕 🍰 🩺 🎉,83,0,4,73,10,1806,Arabic,True,False,0.0,False,False,False,True
Ramallah Roastery,cafe,6396,2025-04-18,20,Friday,4,video,أجواء ولا أروع فيديو جديد. يا جماعة عروض رمضان ادعم المحلي ✨ ☕ #قهوة #Palestine #مطاعم,86,3,2,1867,57,15260,Arabic,False,False,0.0,False,True,True,True
Gaza Seaside Kitchen,restaurant,4559,2025-03-05,0,Wednesday,3,image,اليوم عنا أكل طيب صورة جديدة. رمضان كريم منتج فلسطيني زورونا وخليها علينا #مطاعم #قهوة #الكترونيات,98,3,0,147,5,1699,Arabic,True,False,0.0,False,True,True,False
Al Karmel Boutique,store,9319,2025-02-21,21,Friday,2,image,وصلت تشكيلة جديدة صورة جديدة. عيد مبارك 🔥 🥙 💪,45,0,3,1066,64,7401,Mixed,False,False,0.0,False,True,False,True
Nablus Mobile Center,electronics_store,39956,2025-09-01,22,Monday,9,video,وصلت أجهزة جديدة فيديو جديد. احنا جاهزين موجودين في Jericho today. #تعليم #مخبز,79,2,0,3611,434,68171,Mixed,False,False,0.0,True,False,False,True
Al Hayat Pharmacy,pharmacy,6398,2025-02-24,10,Monday,2,reel,صحتك بتهمنا شوفوا الـ reel. احنا جاهزين خصم special 30% off اليوم! #صيدلية,74,1,0,902,106,14375,Mixed,False,True,30.0,False,False,False,True
Al Amal Dental,clinic,4594,2025-03-01,13,Saturday,3,image,صحتكم أولويتنا صورة جديدة. شو رأيكم؟ زورونا بفرعنا في Rafah ابعتولنا DM وخليها علينا,84,0,0,81,9,814,Arabic,True,False,0.0,True,False,False,True
Al Amal Dental,clinic,4768,2025-12-15,21,Monday,12,reel,صحتكم أولويتنا شوفوا الـ reel. sale اليوم 5% off اليوم! موجودين في Rafah today. Order now وخلينا نجهزلك طلبك.,109,0,0,623,79,6388,Mixed,True,True,5.0,True,False,False,False
Qalqilya Home Store,store,53720,2025-08-05,15,Tuesday,8,reel,New arrivals just landed Watch the reel. DM us. 🍰 📍 🍕 ✨ #Palestine #تسوق #قهوة #مطاعم,85,4,4,6695,931,46852,English,True,False,0.0,False,False,False,False
Hebron Electronics,electronics_store,14295,2025-12-14,19,Sunday,12,carousel,Latest gadgets in store Swipe to see more. discount: 50% off. Available now in Rafah. Book now. #عروض #Palestine,112,2,0,1998,97,24733,English,True,True,50.0,True,False,False,False
Al Balad Grill,restaurant,7135,2025-10-21,12,Tuesday,10,video,اليوم عنا أكل طيب فيديو جديد. اطلب الآن وخليها علينا 😍 🎉 ✅ 🧴 #Ramallah #مطاعم,77,2,4,1563,43,11983,Arabic,True,False,0.0,True,False,False,False
Canaan Threads,store,15128,2025-01-21,21,Tuesday,1,image,وصلت تشكيلة جديدة صورة جديدة. خصم 25% خصم لفترة محدودة زورونا بفرعنا في Hebron 🍰 💪 🎉 🧴 #Hebron #عروض #تعليم #مخبز,113,4,4,698,56,5677,Arabic,True,True,25.0,True,False,False,True
Nablus Bites,restaurant,12768,2025-05-11,4,Sunday,5,image,اليوم عنا أكل طيب صورة جديدة. sale اليوم 50% off اليوم! موجودين في Hebron today. Order now وخلينا نجهزلك طلبك. #عيادة,117,1,0,1223,95,8962,Mixed,True,True,50.0,True,False,False,True
Olive Tree Learning,education_center,8945,2025-03-16,20,Sunday,3,carousel,استنونا بدورة جديدة سوايب وشوفوا التفاصيل. احنا جاهزين خصم 40% خصم لفترة محدودة زورونا بفرعنا في Hebron ✨ 💪 📚 🍰 #تسوق #صيدلية #SupportLocal #Palestine,150,4,4,471,42,9341,Arabic,True,True,40.0,True,False,False,True
Olive Tree Learning,education_center,9139,2025-12-14,22,Sunday,12,reel,استنونا بدورة جديدة شوفوا الـ reel. خصم special 30% off اليوم! 😍 ✨ #Hebron #جيم,79,2,2,2746,315,31867,Mixed,False,True,30.0,True,False,False,False
Sama Beauty Studio,beauty_salon,1604,2025-12-13,19,Saturday,12,carousel,دلعي حالك Swipe وشوفوا الباقي. #تعليم #صيدلية #Palestine #قهوة,62,4,0,163,5,1960,Mixed,False,False,0.0,False,False,False,False
Bethlehem Brew Bar,cafe,2209,2025-02-27,6,Thursday,2,image,أجواء ولا أروع صورة جديدة. أهلا بالناس الحلوة ✅ #Palestine #قهوة #صيدلية,72,3,1,56,2,673,Mixed,False,False,0.0,False,False,False,True
Gaza Power House,gym,5709,2025-02-13,13,Thursday,2,reel,جاهزين للتمرين شوفوا الـ reel. يا جماعة موجودين في Rafah today. 🔥 💪 🍰 ☕ #تعليم #قهوة #مطاعم,91,3,4,205,15,3796,Mixed,False,False,0.0,True,False,False,True
Jericho Date Bakery,bakery,2839,2025-05-17,21,Saturday,5,image,طازة من الفرن صورة جديدة. شو رأيكم؟ زورونا بفرعنا في Jericho 📚 #مطاعم,69,1,1,77,5,765,Arabic,True,False,0.0,True,False,False,True
Strong Roots Gym,gym,699,2025-11-13,18,Thursday,11,image,جاهزين للتمرين صورة جديدة. يا جماعة عرض خاص 10% خصم لفترة محدودة 🍕,66,0,1,55,5,664,Arabic,False,True,10.0,False,False,False,True
Al Karmel Boutique,store,9422,2025-09-03,0,Wednesday,9,image,وصلت تشكيلة جديدة صورة جديدة. أهلا بالناس الحلوة عرض خاص 10% خصم لفترة محدودة زورونا بفرعنا في Bethlehem ابعتولنا DM وخليها علينا #Palestine #تسوق,146,2,0,269,32,1697,Arabic,True,True,10.0,True,False,False,True
Nablus Skin Center,clinic,12366,2025-10-27,12,Monday,10,reel,صحتكم أولويتنا شوفوا الـ reel. أهلا بالناس الحلوة limited offer لفترة محدودة 10% off اليوم! اطلب الآن وخلينا نجهزلك طلبك. #عروض #Palestine #عيادة,145,3,0,3756,389,34335,Mixed,True,True,10.0,False,False,False,True
Hebron Table,restaurant,4504,2025-10-17,22,Friday,10,image,Fresh flavors today Photo drop. discount: 40% off. من قلب فلسطين Visit us.,74,0,0,301,10,2610,English,True,True,40.0,False,False,True,False
Nablus Coffee Corner,cafe,3107,2025-05-23,14,Friday,5,video,أجواء ولا أروع فيديو جديد. زورونا بفرعنا في Qalqilya 🥙,54,0,1,1039,174,9560,Arabic,True,False,0.0,True,False,False,True
Olive Tree Learning,education_center,8988,2025-02-24,12,Monday,2,carousel,استنونا بدورة جديدة Swipe وشوفوا الباقي. احنا جاهزين Order now وخلينا نجهزلك طلبك. 📍 ✨,86,0,2,460,73,3375,Mixed,True,False,0.0,False,False,False,True
Ramallah Roastery,cafe,6721,2025-08-07,12,Thursday,8,image,Coffee vibes all day Photo drop. DM us. 🍕,41,0,1,158,7,950,English,True,False,0.0,False,False,False,False
Al Karmel Boutique,store,9244,2025-12-29,20,Monday,12,image,وصلت تشكيلة جديدة صورة جديدة. شو رأيكم؟ 🔥 ☕ #Bethlehem #Palestine #تسوق,71,3,2,692,84,5194,Arabic,False,False,0.0,True,False,False,True
Gaza Power House,gym,5497,2025-02-26,19,Wednesday,2,image,Train stronger this week Photo drop. discount: 10% off. Available now in Rafah. #عروض #تعليم,92,2,0,462,49,2994,English,False,True,10.0,True,False,False,False
Al Balad Grill,restaurant,7557,2025-03-18,13,Tuesday,3,carousel,اليوم عنا أكل طيب سوايب وشوفوا التفاصيل. أهلا بالناس الحلوة عرض خاص 50% خصم لفترة محدودة منتج فلسطيني 🛍️ 🩺 #عروض #مطاعم #صيدلية #تعليم #جيم,139,5,2,1030,30,7482,Arabic,False,True,50.0,False,False,True,True
Gaza Glow Salon,beauty_salon,1184,2025-03-10,23,Monday,3,video,دلعي حالك فيديو جديد. #Hebron,29,1,0,400,27,3065,Arabic,False,False,0.0,True,False,False,True
Nablus Bites,restaurant,12720,2025-02-24,21,Monday,2,reel,اليوم عنا أكل طيب شوفوا الريل. يا جماعة زورونا بفرعنا في Hebron من قلب فلسطين #قهوة #عيادة,90,2,0,892,129,24784,Arabic,True,False,0.0,True,False,True,True
TechSouq Ramallah,electronics_store,53589,2025-10-11,12,Saturday,10,carousel,وصلت أجهزة جديدة سوايب وشوفوا التفاصيل. احنا جاهزين زورونا بفرعنا في Qalqilya زورونا وخليها علينا,97,0,0,4508,506,33967,Arabic,True,False,0.0,True,False,False,True
Gaza Seaside Kitchen,restaurant,4610,2025-11-05,18,Wednesday,11,carousel,اليوم عنا أكل طيب سوايب وشوفوا التفاصيل. شو رأيكم؟ خصم 15% خصم لفترة محدودة زورونا بفرعنا في Bethlehem زورونا وخليها علينا,122,0,0,331,40,3779,Arabic,True,True,15.0,True,False,False,True
Olive Tree Learning,education_center,8943,2025-09-02,14,Tuesday,9,reel,استنونا بدورة جديدة شوفوا الـ reel. يا جماعة sale اليوم 15% off اليوم! موجودين في Hebron today. ✅ 🧴 🛍️ #قهوة #مطاعم,115,2,3,526,61,12238,Mixed,False,True,15.0,True,False,False,True
Hebron Study Hub,education_center,25728,2025-02-14,20,Friday,2,reel,استنونا بدورة جديدة شوفوا الريل. لفترة محدودة 25% خصم لفترة محدودة زورونا بفرعنا في Tulkarm راسلونا وخليها علينا #Palestine,123,1,0,5509,388,56077,Arabic,True,True,25.0,True,False,False,True
Ramallah Fit Hub,gym,4396,2025-12-16,18,Tuesday,12,image,Train stronger this week Photo drop. limited offer: 20% off. #عروض #Palestine,77,2,0,90,3,1039,English,False,True,20.0,False,False,False,False
Nablus Sweet Oven,bakery,1818,2025-04-19,21,Saturday,4,carousel,طازة من الفرن سوايب وشوفوا التفاصيل. أهلا بالناس الحلوة الكمية محدودة 5% خصم لفترة محدودة كل عام وأنتم بخير احجز الآن وخليها علينا 🍕 #عروض #تسوق #الكترونيات,156,3,1,383,77,2287,Arabic,True,True,5.0,False,True,False,True
Gaza Power House,gym,5614,2025-10-02,18,Thursday,10,reel,جاهزين للتمرين شوفوا الريل. منتج فلسطيني ابعتولنا DM وخليها علينا,65,0,0,1682,294,14417,Arabic,True,False,0.0,False,False,True,False
Hebron Study Hub,education_center,25870,2025-11-21,12,Friday,11,reel,Learn with confidence Watch the reel. limited offer: 20% off. Available now in Tulkarm. 🔥 🍕 🧴,93,0,3,3777,348,45195,English,False,True,20.0,True,False,False,False
Gaza Family Pharmacy,pharmacy,12796,2025-02-28,20,Friday,2,video,صحتك بتهمنا فيديو جديد. شو رأيكم؟ زورونا بفرعنا في Nablus ✅,59,0,1,2854,346,35177,Arabic,True,False,0.0,True,False,False,True
Hebron Study Hub,education_center,25695,2025-04-19,14,Saturday,4,image,استنونا بدورة جديدة صورة جديدة. كل عام وأنتم بخير اطلب الآن وخليها علينا 🍕 🧴 📚,78,0,3,3479,354,26579,Arabic,True,False,0.0,False,True,False,False
Canaan Threads,store,14724,2025-03-29,6,Saturday,3,video,New arrivals just landed New video up. limited offer: 40% off. Message us. #عروض,80,1,0,1024,70,6556,English,True,True,40.0,False,False,False,False
Al Balad Grill,restaurant,7239,2025-10-31,20,Friday,10,image,اليوم عنا أكل طيب صورة جديدة. عروض رمضان 🥙 🔥 #Ramallah #عروض,60,2,2,139,4,2332,Mixed,False,False,0.0,True,True,False,False
Hebron Study Hub,education_center,25818,2025-04-17,21,Thursday,4,reel,استنونا بدورة جديدة شوفوا الريل. عرض خاص 10% خصم لفترة محدودة احجز الآن وخليها علينا,84,0,0,9134,287,61996,Arabic,True,True,10.0,False,False,False,False
Nablus Coffee Corner,cafe,3123,2025-07-06,14,Sunday,7,image,أجواء ولا أروع صورة جديدة. أهلا بالناس الحلوة راسلونا وخليها علينا 🛍️ 😍 ✅,73,0,3,194,12,1664,Arabic,True,False,0.0,False,False,False,True
Qahwa Al-Quds,cafe,2935,2025-07-16,20,Wednesday,7,reel,أجواء ولا أروع شوفوا الـ reel. أهلا بالناس الحلوة موجودين في Jenin today. من قلب فلسطين ☕ #قهوة #Palestine #عيادة,113,3,1,233,20,3634,Mixed,False,False,0.0,True,False,True,True
Al Karmel Boutique,store,9221,2025-04-30,10,Wednesday,4,reel,وصلت تشكيلة جديدة شوفوا الريل. زورونا بفرعنا في Bethlehem زورونا وخليها علينا 📍 🔥 🍕 🛍️ #جيم #الكترونيات #عروض,109,3,4,882,108,11942,Arabic,True,False,0.0,True,False,False,False
Hebron Electronics,electronics_store,14281,2025-08-25,6,Monday,8,image,وصلت أجهزة جديدة صورة جديدة. أهلا بالناس الحلوة عيد مبارك #SupportLocal #مخبز #جيم,82,3,0,707,61,8988,Mixed,False,False,0.0,False,True,False,True
Hebron Table,restaurant,4605,2025-01-25,22,Saturday,1,carousel,اليوم عنا أكل طيب سوايب وشوفوا التفاصيل. 😍 🍕 💪 #Palestine #SupportLocal,71,2,3,147,21,2824,Arabic,False,False,0.0,False,False,False,False
TechSouq Ramallah,electronics_store,56122,2025-07-31,18,Thursday,7,reel,وصلت أجهزة جديدة شوفوا الـ reel. ابعتولنا DM وخلينا نجهزلك طلبك. 🥙 🩺,68,0,2,7386,421,222771,Mixed,True,False,0.0,False,False,False,False
Bethlehem Brew Bar,cafe,2302,2025-02-23,18,Sunday,2,image,أجواء ولا أروع صورة جديدة. موجودين في Jericho today. Order now وخلينا نجهزلك طلبك. #صيدلية #مخبز #عروض,102,3,0,118,4,1198,Mixed,True,False,0.0,True,False,False,True
Al Balad Grill,restaurant,7357,2025-08-24,14,Sunday,8,image,اليوم عنا أكل طيب صورة جديدة. أهلا بالناس الحلوة زورونا بفرعنا في Ramallah اطلب الآن وخليها علينا ✨ ✅ 🍕 🎉 #Ramallah #مطاعم #Palestine #الكترونيات #عيادة #عروض,158,6,4,295,10,4141,Arabic,True,False,0.0,True,False,False,True
Al Amal Dental,clinic,4679,2025-11-14,14,Friday,11,reel,صحتكم أولويتنا شوفوا الريل. أهلا بالناس الحلوة اتصل فينا وخليها علينا ✨ #عيادة #Palestine #قهوة #تسوق #عروض,107,5,1,175,22,5722,Arabic,True,False,0.0,False,False,False,True
Gaza Gadget Shop,electronics_store,47995,2025-10-26,19,Sunday,10,image,وصلت أجهزة جديدة صورة جديدة. موجودين في Gaza today. DM us وخلينا نجهزلك طلبك.,77,0,0,2822,418,23327,Mixed,True,False,0.0,True,False,False,True
Hebron Study Hub,education_center,25403,2025-11-02,12,Sunday,11,reel,استنونا بدورة جديدة شوفوا الريل. زورونا بفرعنا في Tulkarm 🥙 😍 🍕 🩺 #Palestine #جيم #عروض,87,3,4,5839,677,83721,Arabic,True,False,0.0,True,False,False,False
Nablus Skin Center,clinic,12630,2025-04-08,12,Tuesday,4,image,صحتكم أولويتنا صورة جديدة. راسلونا وخليها علينا #عيادة #تسوق #صيدلية #مخبز,74,4,0,44,4,872,Arabic,True,False,0.0,False,False,False,False
Jericho Physio Hub,clinic,21689,2025-06-29,21,Sunday,6,carousel,صحتكم أولويتنا Swipe وشوفوا الباقي. شو رأيكم؟ #Ramallah #عيادة,62,2,0,1734,183,26445,Mixed,False,False,0.0,True,False,False,True
Gaza Family Pharmacy,pharmacy,12253,2025-05-09,15,Friday,5,image,صحتك بتهمنا صورة جديدة. احنا جاهزين ابعتولنا DM وخلينا نجهزلك طلبك. #قهوة #جيم,78,2,0,113,15,3802,Mixed,True,False,0.0,False,False,False,True
Bethlehem Lash Bar,beauty_salon,13394,2025-07-11,22,Friday,7,image,دلعي حالك صورة جديدة. شو رأيكم؟ اطلب الآن وخليها علينا 🧴 #Bethlehem,67,1,1,1645,53,12051,Arabic,True,False,0.0,True,False,False,True
Ramallah Roastery,cafe,6577,2025-09-11,19,Thursday,9,image,أجواء ولا أروع صورة جديدة. DM us وخلينا نجهزلك طلبك. #قهوة #Palestine,69,2,0,145,13,2821,Mixed,True,False,0.0,False,False,False,False
Ramallah English Corner,education_center,2574,2025-10-07,19,Tuesday,10,image,استنونا بدورة جديدة صورة جديدة. يا جماعة موجودين في Bethlehem today. من قلب فلسطين,82,0,0,109,7,1357,Mixed,False,False,0.0,True,False,True,True
Hebron Table,restaurant,4427,2025-08-23,12,Saturday,8,image,اليوم عنا أكل طيب صورة جديدة. راسلونا وخليها علينا,50,0,0,83,4,1413,Arabic,True,False,0.0,False,False,False,False
Gaza Glow Salon,beauty_salon,1164,2025-08-24,19,Sunday,8,carousel,دلعي حالك Swipe وشوفوا الباقي. sale اليوم 25% off اليوم! موجودين في Hebron today. #عروض #مطاعم #جيم,99,3,0,56,7,416,Mixed,False,True,25.0,True,False,False,False
Gaza Family Pharmacy,pharmacy,13042,2025-05-02,1,Friday,5,image,صحتك بتهمنا صورة جديدة. أهلا بالناس الحلوة صنع محلي Order now وخلينا نجهزلك طلبك. #Nablus #مطاعم #تعليم,103,3,0,243,24,5919,Mixed,True,False,0.0,True,False,True,True
Shifa Family Clinic,clinic,1374,2025-03-13,21,Thursday,3,carousel,صحتكم أولويتنا سوايب وشوفوا التفاصيل. زورونا بفرعنا في Gaza احجز الآن وخليها علينا #مخبز #جيم,93,2,0,87,8,1204,Arabic,True,False,0.0,True,False,False,False
Nablus Bites,restaurant,13326,2025-10-04,10,Saturday,10,image,اليوم عنا أكل طيب صورة جديدة. زورونا بفرعنا في Hebron منتج فلسطيني #صيدلية #Palestine #مخبز,91,3,0,1211,71,13065,Arabic,True,False,0.0,True,False,True,False
Nablus Bites,restaurant,12678,2025-04-15,20,Tuesday,4,reel,اليوم عنا أكل طيب شوفوا الـ reel. صنع محلي 😍 #Hebron #مطاعم #SupportLocal,73,3,1,6365,155,37763,Mixed,False,False,0.0,True,False,True,False
Nablus Bites,restaurant,12724,2025-04-11,13,Friday,4,reel,اليوم عنا أكل طيب شوفوا الـ reel. شو رأيكم؟ كل عام وأنتم بخير ☕ #Hebron #عروض,77,2,1,3253,77,18994,Mixed,False,False,0.0,True,True,False,True
Ramallah Care Pharmacy,pharmacy,13377,2025-01-30,14,Thursday,1,image,صحتك بتهمنا صورة جديدة. شو رأيكم؟ خصم 5% خصم لفترة محدودة ابعتولنا DM وخليها علينا,82,0,0,702,83,9394,Arabic,True,True,5.0,False,False,False,True
Shifa Family Clinic,clinic,1380,2025-03-12,13,Wednesday,3,carousel,صحتكم أولويتنا سوايب وشوفوا التفاصيل. احنا جاهزين زورونا بفرعنا في Gaza اطلب الآن وخليها علينا,94,0,0,18,1,326,Arabic,True,False,0.0,True,False,False,True
Nablus Bites,restaurant,12493,2025-06-06,19,Friday,6,image,اليوم عنا أكل طيب صورة جديدة.,29,0,0,1283,130,13793,Mixed,False,False,0.0,False,False,False,True
Gaza Family Pharmacy,pharmacy,12513,2025-05-14,3,Wednesday,5,image,صحتك بتهمنا صورة جديدة. زورونا بفرعنا في Nablus عيد مبارك,57,0,0,305,23,7784,Arabic,True,False,0.0,True,True,False,False
Gaza Gadget Shop,electronics_store,47042,2025-09-03,13,Wednesday,9,reel,وصلت أجهزة جديدة شوفوا الـ reel. موجودين في Gaza today. ابعتولنا DM وخلينا نجهزلك طلبك. ☕ #مطاعم #عروض,102,2,1,7025,422,69394,Mixed,True,False,0.0,True,False,False,False
Hebron Electronics,electronics_store,14498,2025-05-12,1,Monday,5,image,وصلت أجهزة جديدة صورة جديدة. أهلا بالناس الحلوة موجودين في Rafah today. زورونا وخلينا نجهزلك طلبك. #SupportLocal #تعليم #عيادة,126,3,0,749,43,4985,Mixed,True,False,0.0,True,False,False,True
Tulkarm Streetwear,store,33979,2025-05-29,12,Thursday,5,video,New arrivals just landed New video up. discount: 20% off. #Palestine #عيادة,75,2,0,9732,845,74084,English,False,True,20.0,False,False,False,False
TechSouq Ramallah,electronics_store,52563,2025-01-27,20,Monday,1,reel,وصلت أجهزة جديدة شوفوا الـ reel. أهلا بالناس الحلوة موجودين في Qalqilya today. DM us وخلينا نجهزلك طلبك. 🩺 #الكترونيات #عيادة #جيم,130,3,1,5779,579,122216,Mixed,True,False,0.0,True,False,False,True
Qalqilya Home Store,store,51663,2025-10-27,19,Monday,10,reel,وصلت تشكيلة جديدة شوفوا الـ reel. موجودين في Tulkarm today. اطلب الآن وخلينا نجهزلك طلبك. 🍰 😍 ✨ 🔥,97,0,4,5527,254,59568,Mixed,True,False,0.0,True,False,False,True
Jericho Physio Hub,clinic,21737,2025-05-31,13,Saturday,5,image,صحتكم أولويتنا صورة جديدة. من قلب فلسطين اطلب الآن وخلينا نجهزلك طلبك. ✨,72,0,1,1160,142,16500,Mixed,True,False,0.0,False,False,True,False
Canaan Threads,store,15171,2025-06-24,9,Tuesday,6,image,وصلت تشكيلة جديدة صورة جديدة. اتصل فينا وخليها علينا #مخبز #تسوق #صيدلية,72,3,0,365,51,3836,Arabic,True,False,0.0,False,False,False,False
Nablus Mobile Center,electronics_store,39589,2025-11-07,17,Friday,11,carousel,Latest gadgets in store Swipe to see more. Available now in Jericho. Visit us.,78,0,0,6228,547,41264,English,True,False,0.0,True,False,False,False
Ramallah Fit Hub,gym,4202,2025-02-26,21,Wednesday,2,carousel,Train stronger this week Swipe to see more. sale: 40% off. Available now in Jericho. Book now. #جيم #قهوة,105,2,0,745,139,5648,English,True,True,40.0,True,False,False,False
Saj & Manakish House,bakery,9526,2025-01-05,19,Sunday,1,image,طازة من الفرن صورة جديدة. شو رأيكم؟ موجودين في Qalqilya today. زورونا وخلينا نجهزلك طلبك. 🎉 ✅ ☕ 🍰 #Palestine,108,1,4,595,29,4752,Mixed,True,False,0.0,True,False,False,True
Al Amal Dental,clinic,4740,2025-05-30,21,Friday,5,reel,صحتكم أولويتنا شوفوا الريل. ابعتولنا DM وخليها علينا #تعليم,59,1,0,656,85,18128,Arabic,True,False,0.0,False,False,False,False
Nablus Sweet Oven,bakery,1815,2025-12-18,13,Thursday,12,image,طازة من الفرن صورة جديدة. 💪 🥙,29,0,2,106,13,880,Arabic,False,False,0.0,False,False,False,True
Hebron Fresh Bakery,bakery,1407,2025-06-18,18,Wednesday,6,image,طازة من الفرن صورة جديدة. يا جماعة زورونا بفرعنا في Tulkarm ابعتولنا DM وخليها علينا 🍕 📚 #مخبز,94,1,2,111,11,798,Arabic,True,False,0.0,True,False,False,True
Olive Tree Learning,education_center,9036,2025-01-22,20,Wednesday,1,image,استنونا بدورة جديدة صورة جديدة. خصم 20% خصم لفترة محدودة اطلب الآن وخليها علينا 😍 🍰,83,0,2,465,23,6602,Arabic,True,True,20.0,False,False,False,True
Tulkarm Streetwear,store,34436,2025-08-08,13,Friday,8,image,New arrivals just landed Photo drop. Visit us. 📍 💪 #عروض #صيدلية,64,2,2,999,143,17274,English,True,False,0.0,False,False,False,False
Jericho Physio Hub,clinic,21732,2025-03-14,19,Friday,3,reel,صحتكم أولويتنا شوفوا الـ reel. احنا جاهزين رمضان كريم #Ramallah #عيادة #مخبز #قهوة #جيم,87,5,0,5218,474,60713,Mixed,False,False,0.0,True,True,False,True
Nablus Coffee Corner,cafe,3074,2025-03-04,22,Tuesday,3,image,أجواء ولا أروع صورة جديدة. شو رأيكم؟ عيد مبارك اطلب الآن وخليها علينا #قهوة #مخبز,81,2,0,75,7,1091,Arabic,True,False,0.0,False,True,False,True
Nablus Mobile Center,electronics_store,39445,2025-03-11,19,Tuesday,3,image,وصلت أجهزة جديدة صورة جديدة. احنا جاهزين موجودين في Jericho today. ابعتولنا DM وخلينا نجهزلك طلبك. #Palestine #قهوة #صيدلية,123,3,0,1042,121,12236,Mixed,True,False,0.0,True,False,False,True
Gaza Family Pharmacy,pharmacy,12185,2025-05-11,21,Sunday,5,reel,صحتك بتهمنا شوفوا الـ reel. أهلا بالناس الحلوة sale اليوم 15% off اليوم! موجودين في Nablus today. زورونا وخلينا نجهزلك طلبك. ✨ 🩺 #عروض #Palestine,145,2,2,1761,130,24459,Mixed,True,True,15.0,True,False,False,True
Canaan Threads,store,14572,2025-09-25,13,Thursday,9,image,وصلت تشكيلة جديدة صورة جديدة. أهلا بالناس الحلوة زورونا بفرعنا في Hebron اتصل فينا وخليها علينا,95,0,0,2991,154,18515,Arabic,True,False,0.0,True,False,False,True
Nablus Mobile Center,electronics_store,38343,2025-01-06,14,Monday,1,image,وصلت أجهزة جديدة صورة جديدة. احنا جاهزين الكمية محدودة 25% خصم لفترة محدودة اطلب الآن وخليها علينا,98,0,0,9096,1126,59283,Arabic,True,True,25.0,False,False,False,True
TechSouq Ramallah,electronics_store,54314,2025-03-20,14,Thursday,3,carousel,وصلت أجهزة جديدة سوايب وشوفوا التفاصيل. عيد مبارك احجز الآن وخليها علينا,72,0,0,6886,539,56219,Arabic,True,False,0.0,False,True,False,False
Strong Roots Gym,gym,680,2025-12-08,14,Monday,12,reel,جاهزين للتمرين شوفوا الريل. شو رأيكم؟ ابعتولنا DM وخليها علينا #جيم #قهوة #صيدلية,81,3,0,69,2,658,Arabic,True,False,0.0,False,False,False,True
Al Balad Grill,restaurant,7500,2025-11-23,19,Sunday,11,reel,اليوم عنا أكل طيب شوفوا الريل. احنا جاهزين اتصل فينا وخليها علينا #Ramallah #مطاعم #عروض #الكترونيات,100,4,0,1786,257,16745,Arabic,True,False,0.0,True,False,False,True
Bethlehem Brew Bar,cafe,2236,2025-10-27,20,Monday,10,reel,أجواء ولا أروع شوفوا الريل. يا جماعة لفترة محدودة 40% خصم لفترة محدودة احجز الآن وخليها علينا 💪 ✅ 🛍️ #عروض #قهوة,112,2,3,801,63,4828,Arabic,True,True,40.0,False,False,False,True
Gaza Family Pharmacy,pharmacy,12486,2025-08-13,14,Wednesday,8,carousel,صحتك بتهمنا سوايب وشوفوا التفاصيل. شو رأيكم؟ احجز الآن وخليها علينا #SupportLocal #عيادة,88,2,0,312,31,4175,Arabic,True,False,0.0,False,False,False,True
Olive Tree Learning,education_center,8985,2025-01-28,13,Tuesday,1,video,استنونا بدورة جديدة فيديو جديد. يا جماعة منتج فلسطيني,53,0,0,751,92,6598,Arabic,False,False,0.0,False,False,True,True
