business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,view_rate,view_rate_bin
Vienna Restaurant & Cafe,Cafes/Restaurants,1691,1599091200000,Thursday,September,reel,Vienna Restaurant Cafe_,23,0,0,17.5,0,279,English,False,True,False,False,False,False,0,0.16499112950916617,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1695686400000,Tuesday,September,reel,المذاق الفاخر يتميز به في جميع الأصناف الشرقية و الغربية في مزاج الشرقي. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,217,0,0,315.0,5,16800,Arabic,True,True,True,False,False,True,0,0.7368421052631579,high_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1694649600000,Thursday,September,reel,اكتشف ألذ المشاوي في مزاج الشرقي في #مكس_المشاوي، مع ألذ الشرقي بأنواعه المختلفة و طاجن ورق العنب الفاخر و السلطات الباردة. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,286,1,0,146.0,3,6733,Arabic,True,True,True,False,False,True,0,0.29530701754385963,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1694390400000,Monday,September,reel,الأصناف الفاخرة بتفاصيلها الشرقية تنفرد بها لنصنع لك تجربة خاصة لا مثيل لها. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,229,0,0,254.0,4,10700,Arabic,True,True,True,False,False,True,0,0.4692982456140351,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1690329600000,Wednesday,July,reel,استمتعوا بلذة الأصناف الغربية من مزاج الشرقي. للحجز والاستفسار التواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,187,0,0,201.0,3,6885,Arabic,True,True,True,False,False,True,0,0.30197368421052634,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1689811200000,Thursday,July,reel,استمتع بتجربة متميزة مع مزاج الشرقي ونكهاته الشهية والأصناف الشرقية الأصيلة والمتنوعة. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,235,0,0,122.0,2,5456,Arabic,True,True,True,False,False,True,0,0.2392982456140351,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1687824000000,Tuesday,June,reel,لمة العيد وأجواء الفرحة أكيد بنكملها معكم في كل اللحظات. بتفاصيل شرقية بتزيد جمال لجمعتكم، كل عام وأنتم بخير بمناسبة #عيد_الأضحى المبارك ✨,153,1,1,1858.0,8,61000,Arabic,False,True,False,True,False,True,0,2.675438596491228,high_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1686787200000,Thursday,June,reel,دع المذاق يتحدث بما تمتاز به من لذة الأصناف الشرقية في مزاج الشرقي. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 2825003 العنوان: مطعم مزاج - النصر - تقاطع شارع النصر مع شارع الثورة.,213,0,0,224.0,3,7084,Arabic,True,True,True,False,False,True,0,0.3107017543859649,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1685491200000,Wednesday,May,reel,لا تفوتوا فرصة الاستمتاع بأطباق مزاج الشرقي في منيو الصالة بحلته الجديدة. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,221,0,0,140.0,4,14400,Arabic,True,True,True,False,False,True,0,0.631578947368421,high_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1684368000000,Thursday,May,reel,أصناف شرقية وغربية لا مثيل لها تنفرد بها بتفاصيل حصرية في صالة مزاج الشرقي، حيث الجلسات الراقية والمميزة بانتظاركم.,126,0,0,371.0,4,12400,Arabic,False,True,False,False,False,True,0,0.543859649122807,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1683158400000,Thursday,May,reel,الإبداع في عالم الأصناف الشرقية و الغربية والتفرد بالتفاصيل الشهية تجتمع فقط في #مزاج_الشرقي. من خلال الإتصال على الأرقام التالية: 0599420500، 0566000650، 2825003 العنوان: مطعم مزاج - النصر - تقاطع شارع النصر مع شارع الثورة.,251,1,0,209.0,3,6643,Arabic,True,True,True,False,False,True,0,0.29135964912280704,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1681516800000,Saturday,April,reel,أصناف شرقية تحمل عبق الحضارات في بوفيه مزاج الشرقي الرمضاني. لتصفح منيو مزاج الشرقي الرمضاني من خلال الرابط: https://online.pubhtml5.com/pyrhz/nhow/#p=4 العنوان: مطعم مزاج - النصر - تقاطع شارع النصر مع شارع الثورة.,234,0,0,516.0,4,12800,Arabic,True,True,True,True,False,True,0,0.5614035087719298,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1680566400000,Tuesday,April,reel,بانتظاركم يومياً في #بوفيه_إفطار #مزاج_الشرقي الرمضاني. أصناف شرقية من حول العالم. نستقبل حجوزاتكم يومياً من الساعة 12 ظهراً. لتصفح منيو مزاج الشرقي الرمضاني من خلال الرابط: https://online.pubhtml5.com/pyrhz/nhow/#p=4 للحجز والاستفسار: 0599420500 أو 0566000650 العنوان: مطعم مزاج - النصر - تقاطع شارع النصر مع شارع الثورة.,361,2,0,576.0,5,15700,Arabic,True,True,True,True,False,True,0,0.6885964912280702,high_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1679529600000,Thursday,March,reel,انتظرونا بحلتنا الجديدة في الأيام القليلة القادمة. العنوان: غزة، تقاطع شارع النصر مع شارع الثورة، مطعم مزاج الشرقي. أشهر الأصناف الشرقية من حول العالم بانتظاركم، كونوا بالقرب.,178,0,0,229.0,4,10200,Arabic,True,True,True,False,False,True,0,0.4473684210526316,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1679356800000,Tuesday,March,reel,#مكس_المشاوي - حجم كبير. المحتويات: مشكل مشاوي، دجاجة على الفحم، طاجن ورق عنب، أرز، سلطات باردة. #رمضان #رمضان٢٠٢٣ #مشاوي #مطاعم #كابيتال_مول,160,6,0,125.0,3,6158,Arabic,False,True,False,True,False,True,0,0.2700877192982456,avg_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1678320000000,Thursday,March,reel,#فتة_غزاوية عندما تجتمع الفتة الغزاوية بطعمها الأصيل مع فخدة الجيش المتبلة على طريقة الشرقي الساحرة فلا يوجد للذة كلمات توصف. نستقبل طلباتكم الخارجية Take away غدا الجمعة من الساعة 9:00 صباحا حتى الساعة 3:00 مساء. للحجز والطلب من خلال التواصل على الأرقام التالية: 0566000650 أو 0599420500,310,1,0,224.0,1,747,Mixed,True,True,False,False,False,True,0,0.03276315789473684,low_view_rate
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1675296000000,Thursday,February,reel,لذة لا تقاوم، استمتع بما يبدع الشرقي من أشهى الأصناف الشرقية. جاهزين لاستقبال طلباتك الخارجية تيك أوي من السبت الى الخميس من الساعة 10 صباحاً حتى 9 مساء من خلال الاتصال على الأرقام: 0566000650 أو 0599420500 أو من خلال منفذ البيع في #كابيتال_مول، ردهة المطاعم، الطابق 2 يوم الجمعة من الساعة 9:00 صباحاً حتى الساعة 3:00 مساء، فرع النصر.,376,1,0,103.0,2,4278,Arabic,True,True,True,False,False,True,0,0.18763157894736843,avg_view_rate
KFC Palestine,Cafes/Restaurants,59900,1694649600000,Thursday,September,reel,🥰🥰 #دجاج #كنتاكي #لذيذ #يمي #فلسطين #رام_الله #طولكرم #جنين #قلقيلية #الخليل #نابلس #بيت_لحم #حوارة #اريحا #توصيل kfc #palestine #yummy #delicious #follow #like #delivery #توصيل_طلبات,203,22,2,1449.0,9,451000,Mixed,True,True,True,False,True,True,0,7.529215358931553,high_view_rate
KFC Palestine,Cafes/Restaurants,59900,1693353600000,Wednesday,August,reel,الصاحب الصح: اللي ما بحكي لا لدجاج كنتاكي 😆,49,0,1,118.0,7,127000,Arabic,False,True,False,False,False,True,0,2.1202003338898163,high_view_rate
KFC Palestine,Cafes/Restaurants,59900,1693094400000,Sunday,August,reel,كولسلو برجر: دجاج كنتاكي بالخلطة الأصلية مع سلطة الكولسلو المميزة في ساندويش واحد لذة وقرمشة مضاعفة 😍❤️😍 #دجاج #كنتاكي #لذيذ #يمي #فلسطين #رام_الله #طولكرم #جنين #قلقيلية #الخليل #نابلس #بيت_لحم #حوارة #اريحا #توصيل kfc #palestine #yummy #delicious #follow #like #delivery #توصيل_طلبات,315,22,4,930.0,8,308000,Mixed,True,True,True,False,True,True,0,5.141903171953255,high_view_rate
KFC Palestine,Cafes/Restaurants,59900,1692144000000,Wednesday,August,reel,محبي الطعام أين أنتم؟ 😍 شارك الفيديو مع صاحبك ليعرفك على kfcpalestine خليه يجرب.,86,3,2,2347.0,7,108000,Mixed,True,True,False,False,False,True,0,1.8030050083472453,high_view_rate
KFC Palestine,Cafes/Restaurants,59900,1682812800000,Sunday,April,reel,الطعم.. والللو في كل مرة 😍 #دجاج #كنتاكي #لذيذ #يمي #فلسطين #رام_الله #طولكرم #جنين #قلقيلية #الخليل #نابلس #بيت_لحم #حوارة #اريحا #توصيل kfc #palestine #yummy #delicious #follow #like #delivery #توصيل_طلبات,227,22,1,510.0,5,26900,Mixed,True,True,True,False,True,True,0,0.44908180300500833,avg_view_rate
KFC Palestine,Cafes/Restaurants,59900,1682208000000,Sunday,April,reel,حان وقت القرمشة 😍 أصدقاؤنا في بيت لحم رجعنا نكون معكم بعد انتهاء أعمال الصيانة والتجديد 📍 بيت لحم - محطة الباصات المركزية أهلاً وسهلاً فيكم 🥰,154,0,4,612.0,2,3287,Arabic,True,True,True,False,False,True,0,0.054874791318864774,low_view_rate
KFC Palestine,Cafes/Restaurants,59900,1681776000000,Tuesday,April,reel,بآخر أيام الشهر الفضيل لازم تعيشوا أجواء الإفطار الرمضاني الرائعة في فروع دجاج كنتاكي 😍 أهلاً وسهلاً فيكم #دجاج #كنتاكي #لذيذ #يمي #فلسطين #رام_الله #طولكرم #جنين #قلقيلية #الخليل #نابلس #بيت_لحم #حوارة #اريحا #توصيل kfc #palestine #yummy #delicious #follow #like #delivery #توصيل_طلبات,318,22,1,1021.0,7,57400,Mixed,True,True,True,True,True,True,0,0.9582637729549248,high_view_rate
KFC Palestine,Cafes/Restaurants,59900,1680652800000,Wednesday,April,reel,أجواء الإفطار الرمضاني في فروع دجاج كنتاكي 😍😍 رمضان كريم #رمضان #رمضان_كريم #كنتاكي #دجاج_كنتاكي #فلسطين kfc #palestine,136,6,2,566.0,5,26400,Mixed,False,True,True,True,True,True,0,0.44073455759599334,avg_view_rate
KFC Palestine,Cafes/Restaurants,59900,1679875200000,Monday,March,reel,في شهر الخير عروض كنتاكي أكيد غير 😍 استمتعوا بألذ إفطار رمضاني مع دجاج كنتاكي 🌙 الوجبة الفردية: 1 ريزو + 3 كرسبي ستريبس + شوربة + فتوش + علبة فتوش عائلي + كولسلو قطع بسعر 33 شيكل. الوجبة العائلية: 2 ريزو + 4 قطع دجاج + 8 قطع كرسبي ستريبس + علبة فتوش عائلي + بطاطا عائلي + مشروب عائلي + 4 صحون شوربة. اطلبوا الآن ليوصلكم فطوركم قبل الأذان سخن وشهي ومقرمش 👌 170088777 📞 022948805 📞,438,0,7,148.0,7,90600,Arabic,True,True,False,True,False,True,0,1.5125208681135225,high_view_rate
KFC Palestine,Cafes/Restaurants,59900,1676332800000,Tuesday,February,reel,اختار اللي تحبه ويسعدك 🥰 اختار دجاج كنتاكي,48,0,3,138.0,3,9430,Arabic,True,True,False,False,False,True,0,0.15742904841402336,avg_view_rate
KFC Palestine,Cafes/Restaurants,59900,1675468800000,Saturday,February,reel,ما يعدل المود غير الـ Good Food 😇😇😇😇 #دجاج #كنتاكي #لذيذ #يمي #فلسطين #رام_الله #طولكرم #جنين #قلقيلية #الخليل #نابلس #بيت_لحم #حوارة #اريحا #توصيل kfc #palestine #yummy #delicious #follow #like #delivery #توصيل_طلبات,244,22,4,612.0,4,24300,Mixed,True,True,True,False,True,True,0,0.4056761268781302,avg_view_rate
KFC Palestine,Cafes/Restaurants,59900,1674518400000,Tuesday,January,reel,تشيزرلا.. اطلق العنان لشهيتك 🥰,36,0,1,1298.0,5,42700,Arabic,True,True,False,False,False,True,0,0.7128547579298832,high_view_rate
KFC Palestine,Cafes/Restaurants,59900,1673481600000,Thursday,January,reel,جديد من دجاج كنتاكي.. ساندويش تشيزرلا.. اطلق العنان لشهيتك 😅 تشييييزرلاااا.. ساندويش كبييير.. كله جبنة وخطير 🧀 الآن في جميع فروع دجاج كنتاكي 😍 زورونا في فروعنا، أو اطلبوها من خلال الاتصال على الرقم: 170088777 📞 022948805 📞 #دجاج #كنتاكي #لذيذ #يمي #فلسطين #رام_الله #طولكرم #جنين #قلقيلية #الخليل #نابلس #بيت_لحم #حوارة #اريحا #توصيل kfc #palestine #yummy #delicious #follow #like #delivery #توصيل_طلبات,459,22,7,1060.0,10,748000,Mixed,True,True,True,False,True,True,0,12.487479131886477,high_view_rate
KFC Palestine,Cafes/Restaurants,59900,1673395200000,Wednesday,January,reel,جانب من افتتاح فرع دجاج كنتاكي الثاني في مدينة جنين 📍 شارع أبو بكر - تاج مول - الطابق الثالث أهلاً وسهلاً فيكم 😍 #دجاج #كنتاكي #لذيذ #يمي #فلسطين #رام_الله #طولكرم #جنين #قلقيلية #الخليل #نابلس #بيت_لحم #حوارة #اريحا #توصيل kfc #palestine #yummy #delicious #follow #like #delivery #توصيل_طلبات,330,22,2,438.0,3,18700,Mixed,True,True,True,False,True,True,0,0.3121869782971619,avg_view_rate
KFC Palestine,Cafes/Restaurants,59900,1673222400000,Monday,January,reel,Hello Birzeit - أهلاً بيرزيت جانب من افتتاح الفرع 17 لدجاج كنتاكي في فلسطين 📍 بيرزيت - الشارع الرئيسي - مقابل جامعة بيرزيت #دجاج #كنتاكي #لذيذ #يمي #فلسطين #رام_الله #طولكرم #جنين #قلقيلية #الخليل #نابلس #بيت_لحم #حوارة #اريحا #توصيل kfc #palestine #yummy #delicious #follow #like #delivery #توصيل_طلبات,337,22,1,537.0,4,23200,Mixed,True,True,True,False,True,True,0,0.38731218697829717,avg_view_rate
Pardo Cafe,Cafes/Restaurants,7400,1778112000000,Thursday,May,reel,"Fresh, vibrant, and full of flavor 🍃🍓 Because salads can be exciting too. 📍Nablus – Opposite Al-Najah North Gate 📞 Call: #55555",133,0,4,106.0,0,10900,English,True,False,True,False,False,False,1,1.472972972972973,high_view_rate
Pardo Cafe,Cafes/Restaurants,7400,1777939200000,Tuesday,May,reel,Step away from the rush Find your calm at Pardo ✨ 📍Nablus- Opposite the North Gate of Al-Najah Academy 📞 #55555,122,0,2,65.0,0,14100,English,True,False,True,False,False,False,1,1.9054054054054055,high_view_rate
Pardo Cafe,Cafes/Restaurants,7400,1777766400000,Sunday,May,reel,"Fresh. Crisp. Pure refreshment. A classic mojito, elevated the PARDO way. Step into the experience. 💛 📍Nablus – Opposite Al-Najah North Gate 📞 #55555",169,0,2,25.0,0,5412,English,True,True,True,False,False,False,1,0.7313513513513513,high_view_rate
Pardo Cafe,Cafes/Restaurants,7400,1778284800000,Saturday,May,post,"Golden, flaky, and filled with love 🥐✨ A sweet bite you won't forget 📍Nablus- Opposite the North Gate of Al-Najah Academy 📞 #55555",145,0,3,45.0,0,12500,English,True,True,True,False,False,False,1,1.6891891891891893,high_view_rate
Pardo Cafe,Cafes/Restaurants,7400,1778457600000,Monday,May,post,Pretty. Refreshing. Iconic 💕✨ Meet your new favorite mocktail 📍Nablus- Opposite the North Gate of Al-Najah Academy 📞 #55555,136,0,3,45.0,0,12500,English,True,True,True,False,False,False,1,1.6891891891891893,high_view_rate
Pardo Cafe,Cafes/Restaurants,7400,1778630400000,Wednesday,May,post,"Creamy. Savory. Unforgettable. 🤍 Alfredo, but make it irresistible. 📍Nablus- Opposite the North Gate of Al-Najah Academy 📞 #55555",146,0,2,24.0,0,12500,English,True,True,True,False,False,False,1,1.6891891891891893,high_view_rate
Pardo Cafe,Cafes/Restaurants,7400,1778803200000,Friday,May,reel,A taste of luxury in every frame. ✨ Step into the world of Pardo Café. 📍Nablus- Opposite Al-Najah North Gate 📞 #55555,130,0,1,137.0,0,16000,English,True,False,True,False,False,False,1,2.1621621621621623,high_view_rate
Pardo Cafe,Cafes/Restaurants,7400,1778976000000,Sunday,May,post,"Golden layers, baked to perfection. 🥐✨ Freshly made mornings begin at Pardo Café.",89,0,2,7.0,0,12500,English,False,True,False,False,False,False,1,1.6891891891891893,high_view_rate
Orgada Burgers,Cafes/Restaurants,163000,1777593600000,Friday,May,post,الفخامة مش بس اسم… الفخامة طعم وتفاصيل ❤️🍄 استمتع بقطعة لحم مشوية 150g مع المشروم الفريش وصوص المشروم الأبيض الغني، مغطاة بجبنة الموزاريلا. كل لقمة من Mushroom White Beef هي حكاية لحالها! #burgers,223,1,3,11.0,2,12000,Arabic,False,True,False,False,False,True,0,0.0736196319018405,low_view_rate
Orgada Burgers,Cafes/Restaurants,163000,1777680000000,Saturday,May,post,كل عام وكل سواعد البلد بألف خير! بعد تعب الشغل، ما في أحلى من وجبة جمعة بتعدل المزاج من أورجادا…,105,0,1,9.0,1,12000,Arabic,False,False,False,False,False,True,0,0.0736196319018405,low_view_rate
Orgada Burgers,Cafes/Restaurants,163000,1777766400000,Sunday,May,post,مين حكى إنه الكولسلو بس… سلطة؟ 😮 جرب Crispy Coleslaw من أورجادا وعيش تجربة مقرمشة مع صوص الكولسلو الكريمي والخضار الفريش ❤️ وجبة بتعدل المزاج وتعطيك الطاقة اللي بتحتاجها. 1700405060 ☎️,214,0,4,8.0,0,12000,Arabic,True,True,False,False,False,True,0,0.0736196319018405,low_view_rate
Orgada Burgers,Cafes/Restaurants,163000,1773014400000,Monday,March,reel,الدقة في كل خطوة… لنقدم لك الأفضل 🍔😍 في أورجادا، كل قطعة برجر هي حكاية بتحضير تبدأ من الشواية وتخلص بقلبك. #OrgadaBurgers #BurgerLovers #برجر_فلسطين,175,3,2,28.0,0,14000,Arabic,False,True,False,False,True,True,0,0.08588957055214724,low_view_rate
Orgada Burgers,Cafes/Restaurants,163000,1776211200000,Wednesday,April,reel,خليها بينا 😮 #orgadaburgers #برجر,37,2,1,0.0,8,12000,Arabic,False,False,False,False,False,True,0,0.0736196319018405,low_view_rate
Orgada Burgers,Cafes/Restaurants,163000,1776384000000,Friday,April,reel,🔥 جوعان؟ الحل بسيط! اطلب عبر Orgada Burgers Wheels 🍔 واحصل على توصيل مجاني 🚀 للطلبات 50 شيكل وأكثر ✴️ الخصم تلقائي داخل التطبيق ✳️ الحملة تشمل جميع فروع أورجادا 🤍 #برجر #رام_الله #نابلس #توصيل,234,4,8,73.0,17,12000,Arabic,True,True,True,False,False,True,0,0.0736196319018405,low_view_rate
Orgada Burgers,Cafes/Restaurants,163000,1776556800000,Sunday,April,reel,مبارح خلص.. بس اليوم، وبكرا التوصيل مجاني!!,43,0,2,22.0,1,6300,Arabic,True,True,False,False,False,True,0,0.03865030674846626,low_view_rate
Orgada Burgers,Cafes/Restaurants,163000,1777161600000,Sunday,April,post,🍗✨ صوت القرمشة بناديكم! بوكس اللمة من أورجادا هو الحل المثالي لكل جمعة. دجاج مقرمش، بطاطس ذهبية، وتشكيلة صوصات تخلي كل لقمة حكاية 😄,154,0,4,9.0,0,12000,Arabic,False,True,False,False,False,True,0,0.0736196319018405,low_view_rate
Orgada Burgers,Cafes/Restaurants,163000,1777334400000,Tuesday,April,post,🤤🔥 عندك أصحاب الدايت؟ المنظر لا يقاوم! استمتع بأقوى طعم من أورجادا برجر. اطلبها الآن وعيش اللحظة! 1700405060 ☎️,124,0,4,12.0,0,12000,Arabic,True,True,False,False,False,True,0,0.0736196319018405,low_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1778198400000,Friday,May,post,مطعم نور - تفاصيل الصفحة والموقع,33,0,0,10.0,1,12500,Arabic,False,False,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1777507200000,Thursday,April,post,تعريف بالمطعم والأجواء العائلية,31,0,0,10.0,1,12500,Mixed,False,True,True,True,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1776816000000,Wednesday,April,reel,مشاوي نور - تجربة رايقة,24,0,0,4.0,1,426,Arabic,True,True,True,False,False,True,0,0.009681818181818182,low_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1776124800000,Tuesday,April,post,شيش طاووق,10,0,0,123.0,1,12500,Arabic,False,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1775433600000,Monday,April,post,كوكتيلات وعصائر طازجة,22,0,0,105.0,1,12500,Arabic,False,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1774742400000,Sunday,March,post,جمعة مباركة - وجبة كرسبي,27,0,0,92.0,1,12500,Arabic,False,True,True,True,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1774051200000,Saturday,March,reel,مسخن فلسطيني,12,0,0,1.0,1,15000,Arabic,True,True,True,False,True,True,0,0.3409090909090909,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1773360000000,Friday,March,post,نصف دجاجة مشوية,16,0,0,10.0,1,12500,Arabic,False,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1772668800000,Thursday,March,reel,جمبري مقلي,10,0,0,1.0,3,12500,Arabic,True,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1772236800000,Saturday,February,reel,جمعة مباركة - جمبري,21,0,0,17.0,1,10000,Arabic,True,True,True,True,False,True,0,0.22727272727272727,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1772150400000,Friday,February,post,كباب,4,0,0,16.0,0,12500,Arabic,True,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1778198400000,Friday,May,post,جمعة مباركة - سلطة سيزر,26,0,0,2.0,1,12500,Arabic,True,True,True,True,False,True,1,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1777766400000,Sunday,May,post,شاورما مطعم نور - كووول لتشبع 😋 تجربة رايقة .. ومناخ لا يقاوم 😌 📍البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,275,0,4,4.0,1,12500,Arabic,True,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1777334400000,Tuesday,April,reel,شيش طاووق البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,208,0,0,123.0,1,426,Arabic,True,True,True,False,False,True,0,0.009681818181818182,low_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1776902400000,Thursday,April,post,عصائر مطعم نور البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,213,0,0,105.0,1,12500,Arabic,True,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1776470400000,Saturday,April,post,جمعة مباركة البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,219,0,0,92.0,1,12500,Arabic,True,True,True,True,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1776038400000,Monday,April,post,كل ما تكبر .. في مطعم نور 😋 تجربة رايقة .. ومناخ لا يقاوم 😌 📍البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,279,0,4,1.0,1,12500,Arabic,True,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1775606400000,Wednesday,April,reel,مسخن يليق من مطعم نور 😋 تجربة رايقة .. ومناخ لا يقاوم 😌 📍البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,266,0,4,3.0,1,15000,Arabic,True,True,True,False,True,True,0,0.3409090909090909,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1775174400000,Friday,April,post,دجاج مشوي تجربة رايقة .. ومناخ لا يقاوم 😌 📍البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,252,0,2,10.0,1,12500,Arabic,True,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1774742400000,Sunday,March,reel,اكل البحري - في مطعم نور 😋 تجربة رايقة .. ومناخ لا يقاوم 😌 📍البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,271,0,4,1.0,3,12500,Arabic,True,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1774310400000,Tuesday,March,reel,جمعة مباركة البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,219,0,0,17.0,1,10000,Arabic,True,True,True,True,False,True,0,0.22727272727272727,avg_view_rate
Noor Restaurant and Cafe,Cafes/Restaurants,44000,1773878400000,Thursday,March,post,الكباب - في مطعم نور 😋 تجربة رايقة .. ومناخ لا يقاوم 😌 📍البيرة - الطلوع قرب مدخل DCO | بجانب محطة الهدى للمحروقات للحجز: 022423366 0569690061 0598343842 واتساب: https://wa.link/b6a3ce الموقع: Google Maps: https://bit.ly/3xV1IuQ,269,0,4,16.0,0,12500,Arabic,True,True,True,False,False,True,0,0.2840909090909091,avg_view_rate
